Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date
CRBU,8000,8800-LC-48H,Q2 FY2012,NOV FY2012,2848,01-11-2021
CRBU,8000,8800-LC-48H,Q2 FY2022,DEC FY2022,181,01-12-2022
CRBU,8000,8800-LC-48H,Q2 FY2022,JAN FY2022,428,01-01-2022
CRBU,8000,8800-LC-48H,Q2 FY2022,NOV FY2022,815,01-11-2022
CRBU,8000,8800-LC-48H,Q3 FY2011,APR FY2011,3,01-04-2020
CRBU,8000,8800-LC-48H,Q3 FY2011,FEB FY2011,2,01-02-2020
CRBU,8000,8800-LC-48H,Q3 FY2011,MAR FY2011,8,01-03-2020
CRBU,8000,8800-LC-48H,Q3 FY2012,APR FY2012,49,01-04-2021
CRBU,8000,8800-LC-48H,Q3 FY2012,FEB FY2012,191,01-02-2021
CRBU,8000,8800-LC-48H,Q3 FY2012,MAR FY2012,413,01-03-2021
CRBU,8000,8800-LC-48H,Q4 FY2011,JUL FY2011,52,01-07-2020
CRBU,8000,8800-LC-48H,Q4 FY2011,JUN FY2011,8,01-06-2020
CRBU,8000,8800-LC-48H,Q4 FY2011,MAY FY2011,3,01-05-2020
CRBU,8000,8800-LC-48H,Q4 FY2012,JUL FY2012,15,01-07-2021
CRBU,8000,8800-LC-48H,Q4 FY2012,JUN FY2012,131,01-06-2021
CRBU,8000,8800-LC-48H,Q4 FY2012,MAY FY2012,17,01-05-2021
CRBU,8000,8808-FC,Q1 FY2012,AUG FY2012,157,01-08-2021
CRBU,8000,8808-FC,Q1 FY2012,OCT FY2012,1008,01-10-2021
CRBU,8000,8808-FC,Q1 FY2012,SEP FY2012,18,01-09-2021
CRBU,8000,8808-FC,Q1 FY2022,AUG FY2022,163,01-08-2022
CRBU,8000,8808-FC,Q1 FY2022,OCT FY2022,237,01-10-2022
CRBU,8000,8808-FC,Q1 FY2022,SEP FY2022,280,01-09-2022
CRBU,8000,8808-FC,Q2 FY2012,DEC FY2012,552,01-12-2021
CRBU,8000,8808-FC,Q2 FY2012,JAN FY2012,1063,01-01-2021
CRBU,8000,8808-FC,Q2 FY2012,NOV FY2012,2572,01-11-2021
CRBU,8000,8808-FC,Q2 FY2022,DEC FY2022,392,01-12-2022
CRBU,8000,8808-FC,Q2 FY2022,JAN FY2022,240,01-01-2022
CRBU,8000,8808-FC,Q2 FY2022,NOV FY2022,669,01-11-2022
CRBU,8000,8808-FC,Q3 FY2011,APR FY2011,16,01-04-2020
CRBU,8000,8808-FC,Q3 FY2011,FEB FY2011,0,01-02-2020
CRBU,8000,8808-FC,Q3 FY2011,MAR FY2011,0,01-03-2020
CRBU,8000,8808-FC,Q3 FY2012,APR FY2012,74,01-04-2021
CRBU,8000,8808-FC,Q3 FY2012,FEB FY2012,615,01-02-2021
CRBU,8000,8808-FC,Q3 FY2012,MAR FY2012,758,01-03-2021
CRBU,8000,8808-FC,Q4 FY2011,JUL FY2011,10,01-07-2020
CRBU,8000,8808-FC,Q4 FY2011,JUN FY2011,0,01-06-2020
CRBU,8000,8808-FC,Q4 FY2011,MAY FY2011,5,01-05-2020
CRBU,8000,8808-FC,Q4 FY2012,JUL FY2012,156,01-07-2021
CRBU,8000,8808-FC,Q4 FY2012,JUN FY2012,71,01-06-2021
CRBU,8000,8808-FC,Q4 FY2012,MAY FY2012,112,01-05-2021
CRBU,8000,8808-SYS,Q1 FY2012,AUG FY2012,27,01-08-2021
CRBU,8000,8808-SYS,Q1 FY2012,OCT FY2012,201,01-10-2021
CRBU,8000,8808-SYS,Q1 FY2012,SEP FY2012,3,01-09-2021
CRBU,8000,8808-SYS,Q1 FY2022,AUG FY2022,140,01-08-2022
CRBU,8000,8808-SYS,Q1 FY2022,OCT FY2022,448,01-10-2022
CRBU,8000,8808-SYS,Q1 FY2022,SEP FY2022,132,01-09-2022
CRBU,8000,8808-SYS,Q2 FY2012,DEC FY2012,105,01-12-2021
CRBU,8000,8808-SYS,Q2 FY2012,JAN FY2012,215,01-01-2021
CRBU,8000,8808-SYS,Q2 FY2012,NOV FY2012,512,01-11-2021
CRBU,8000,8808-SYS,Q2 FY2022,DEC FY2022,286,01-12-2022
CRBU,8000,8808-SYS,Q2 FY2022,JAN FY2022,141,01-01-2022
CRBU,8000,8808-SYS,Q2 FY2022,NOV FY2022,291,01-11-2022
CRBU,8000,8808-SYS,Q3 FY2012,APR FY2012,10,01-04-2021
CRBU,8000,8808-SYS,Q3 FY2012,FEB FY2012,128,01-02-2021
CRBU,8000,8808-SYS,Q3 FY2012,MAR FY2012,148,01-03-2021
CRBU,8000,8808-SYS,Q4 FY2011,JUL FY2011,0,01-07-2020
CRBU,8000,8808-SYS,Q4 FY2011,JUN FY2011,0,01-06-2020
CRBU,8000,8808-SYS,Q4 FY2012,JUL FY2012,123,01-07-2021
CRBU,8000,8808-SYS,Q4 FY2012,JUN FY2012,151,01-06-2021
CRBU,8000,8808-SYS,Q4 FY2012,MAY FY2012,16,01-05-2021
CRBU,8000,8812-SYS,Q1 FY2012,AUG FY2012,1,01-08-2021
CRBU,8000,8812-SYS,Q1 FY2012,SEP FY2012,0,01-09-2021
CRBU,8000,8812-SYS,Q1 FY2022,AUG FY2022,0,01-08-2022
CRBU,8000,8812-SYS,Q1 FY2022,OCT FY2022,31,01-10-2022
CRBU,8000,8812-SYS,Q2 FY2012,DEC FY2012,8,01-12-2021
CRBU,8000,8812-SYS,Q2 FY2012,JAN FY2012,2,01-01-2021
CRBU,8000,8812-SYS,Q2 FY2012,NOV FY2012,2,01-11-2021
CRBU,8000,8812-SYS,Q2 FY2022,DEC FY2022,4,01-12-2022
CRBU,8000,8812-SYS,Q2 FY2022,JAN FY2022,9,01-01-2022
CRBU,8000,8812-SYS,Q2 FY2022,NOV FY2022,44,01-11-2022
CRBU,8000,8812-SYS,Q3 FY2012,APR FY2012,0,01-04-2021
CRBU,8000,8812-SYS,Q3 FY2012,MAR FY2012,2,01-03-2021
CRBU,8000,8812-SYS,Q4 FY2011,JUL FY2011,1,01-07-2020
CRBU,8000,8812-SYS,Q4 FY2011,JUN FY2011,0,01-06-2020
CRBU,8000,8812-SYS,Q4 FY2012,JUL FY2012,3,01-07-2021
CRBU,8000,8812-SYS,Q4 FY2012,JUN FY2012,2,01-06-2021
CRBU,8000,8812-SYS,Q4 FY2012,MAY FY2012,4,01-05-2021
CRBU,8000,8818-SYS,Q1 FY2012,OCT FY2012,1,01-10-2021
CRBU,8000,8818-SYS,Q1 FY2022,AUG FY2022,0,01-08-2022
CRBU,8000,8818-SYS,Q1 FY2022,OCT FY2022,28,01-10-2022
CRBU,8000,8818-SYS,Q1 FY2022,SEP FY2022,49,01-09-2022
CRBU,8000,8818-SYS,Q2 FY2012,DEC FY2012,0,01-12-2021
CRBU,8000,8818-SYS,Q2 FY2012,NOV FY2012,1,01-11-2021
CRBU,8000,8818-SYS,Q2 FY2022,DEC FY2022,13,01-12-2022
CRBU,8000,8818-SYS,Q2 FY2022,JAN FY2022,30,01-01-2022
CRBU,8000,8818-SYS,Q2 FY2022,NOV FY2022,3,01-11-2022
CRBU,8000,8818-SYS,Q3 FY2012,APR FY2012,2,01-04-2021
CRBU,8000,8818-SYS,Q3 FY2012,FEB FY2012,2,01-02-2021
CRBU,8000,8818-SYS,Q3 FY2012,MAR FY2012,54,01-03-2021
CRBU,8000,8818-SYS,Q4 FY2012,JUL FY2012,10,01-07-2021
CRBU,8000,8818-SYS,Q4 FY2012,JUN FY2012,18,01-06-2021
CRBU,8000,8818-SYS,Q4 FY2012,MAY FY2012,1,01-05-2021
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2012,OCT FY2012,60,01-10-2021
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,AUG FY2022,270,01-08-2022
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,OCT FY2022,1,01-10-2022
CRBU,NCS55FC,NC55-5504-FC2,Q1 FY2022,SEP FY2022,812,01-09-2022
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2012,DEC FY2012,67,01-12-2021
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2012,JAN FY2012,149,01-01-2021
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2012,NOV FY2012,24,01-11-2021
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2022,DEC FY2022,354,01-12-2022
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2022,JAN FY2022,458,01-01-2022
CRBU,NCS55FC,NC55-5504-FC2,Q2 FY2022,NOV FY2022,90,01-11-2022
CRBU,NCS55FC,NC55-5504-FC2,Q3 FY2012,APR FY2012,852,01-04-2021
CRBU,NCS55FC,NC55-5504-FC2,Q3 FY2012,FEB FY2012,588,01-02-2021
CRBU,NCS55FC,NC55-5504-FC2,Q3 FY2012,MAR FY2012,732,01-03-2021
CRBU,NCS55FC,NC55-5504-FC2,Q4 FY2012,JUL FY2012,148,01-07-2021
CRBU,NCS55FC,NC55-5504-FC2,Q4 FY2012,JUN FY2012,264,01-06-2021
CRBU,NCS55FC,NC55-5504-FC2,Q4 FY2012,MAY FY2012,78,01-05-2021
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2011,AUG FY2011,14,01-08-2020
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2011,OCT FY2011,60,01-10-2020
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2011,SEP FY2011,3,01-09-2020
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2012,AUG FY2012,49,01-08-2021
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2012,OCT FY2012,439,01-10-2021
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2012,SEP FY2012,73,01-09-2021
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,AUG FY2022,61,01-08-2022
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,OCT FY2022,201,01-10-2022
CRBU,NCS55FC,NC55-5508-FC2,Q1 FY2022,SEP FY2022,258,01-09-2022
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2011,DEC FY2011,270,01-12-2020
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2011,JAN FY2011,234,01-01-2020
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2011,NOV FY2011,18,01-11-2020
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2012,DEC FY2012,431,01-12-2021
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2012,JAN FY2012,828,01-01-2021
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2012,NOV FY2012,253,01-11-2021
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2022,DEC FY2022,258,01-12-2022
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2022,JAN FY2022,374,01-01-2022
CRBU,NCS55FC,NC55-5508-FC2,Q2 FY2022,NOV FY2022,60,01-11-2022
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2007,APR FY2007,18,01-04-2019
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2011,APR FY2011,264,01-04-2020
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2011,FEB FY2011,127,01-02-2020
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2011,MAR FY2011,174,01-03-2020
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2012,APR FY2012,289,01-04-2021
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2012,FEB FY2012,192,01-02-2021
CRBU,NCS55FC,NC55-5508-FC2,Q3 FY2012,MAR FY2012,573,01-03-2021
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2007,JUL FY2007,120,01-07-2019
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2007,JUN FY2007,25,01-06-2019
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2011,JUL FY2011,481,01-07-2020
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2011,JUN FY2011,96,01-06-2020
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2011,MAY FY2011,84,01-05-2020
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2012,JUL FY2012,510,01-07-2021
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2012,JUN FY2012,450,01-06-2021
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2012,MAY FY2012,286,01-05-2021
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,AUG FY2022,40,01-08-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,OCT FY2022,6,01-10-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q1 FY2022,SEP FY2022,3,01-09-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q2 FY2022,DEC FY2022,31,01-12-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q2 FY2022,JAN FY2022,22,01-01-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q2 FY2022,NOV FY2022,14,01-11-2022
CRBU,NCS55FC,NC-57-36H6D-S,Q4 FY2012,JUL FY2012,18,01-07-2021
CRBU,NCS55FC,NC-57-36H6D-S,Q4 FY2012,JUN FY2012,1,01-06-2021
CRBU,NCS55FC,NC-57-36H6D-S,Q4 FY2012,MAY FY2012,1,01-05-2021
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,AUG FY2022,8,01-08-2022
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,OCT FY2022,24,01-10-2022
CRBU,NCS55FC,NC-57-36H-SE,Q1 FY2022,SEP FY2022,272,01-09-2022
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2012,JAN FY2012,1,01-01-2021
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2022,DEC FY2022,19,01-12-2022
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2022,JAN FY2022,33,01-01-2022
CRBU,NCS55FC,NC-57-36H-SE,Q2 FY2022,NOV FY2022,2,01-11-2022
CRBU,NCS55FC,NC-57-36H-SE,Q3 FY2012,APR FY2012,8,01-04-2021
CRBU,NCS55FC,NC-57-36H-SE,Q3 FY2012,MAR FY2012,28,01-03-2021
CRBU,NCS55FC,NC-57-36H-SE,Q4 FY2012,JUL FY2012,15,01-07-2021
CRBU,NCS55FC,NC-57-36H-SE,Q4 FY2012,JUN FY2012,26,01-06-2021
CRBU,NCS55FC,NC-57-36H-SE,Q4 FY2012,MAY FY2012,19,01-05-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2007,AUG FY2007,2,01-08-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2007,OCT FY2007,2,01-10-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2007,SEP FY2007,2,01-09-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2011,AUG FY2011,0,01-08-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2011,OCT FY2011,11,01-10-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2011,SEP FY2011,20,01-09-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2012,AUG FY2012,26,01-08-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2012,OCT FY2012,282,01-10-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2012,SEP FY2012,40,01-09-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,AUG FY2022,52,01-08-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,OCT FY2022,26,01-10-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q1 FY2022,SEP FY2022,78,01-09-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2007,DEC FY2007,23,01-12-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2007,JAN FY2007,19,01-01-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2007,NOV FY2007,6,01-11-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2011,DEC FY2011,22,01-12-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2011,JAN FY2011,42,01-01-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2011,NOV FY2011,5,01-11-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2012,DEC FY2012,65,01-12-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2012,JAN FY2012,1,01-01-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2012,NOV FY2012,134,01-11-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,DEC FY2022,10,01-12-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,JAN FY2022,214,01-01-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,NOV FY2022,132,01-11-2022
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2007,APR FY2007,2,01-04-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2007,FEB FY2007,2,01-02-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,APR FY2011,20,01-04-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,FEB FY2011,6,01-02-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,MAR FY2011,18,01-03-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,APR FY2012,110,01-04-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,FEB FY2012,28,01-02-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,MAR FY2012,217,01-03-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2008,JUL FY2008,14,01-07-2018
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,JUL FY2007,10,01-07-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,JUN FY2007,2,01-06-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,MAY FY2007,10,01-05-2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,JUL FY2011,41,01-07-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,JUN FY2011,28,01-06-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,MAY FY2011,5,01-05-2020
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,JUL FY2012,47,01-07-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,JUN FY2012,47,01-06-2021
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,MAY FY2012,322,01-05-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2007,AUG FY2007,10,01-08-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2007,OCT FY2007,177,01-10-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2007,SEP FY2007,90,01-09-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2011,AUG FY2011,15,01-08-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2011,OCT FY2011,2978,01-10-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2011,SEP FY2011,46,01-09-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2012,AUG FY2012,290,01-08-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2012,OCT FY2012,327,01-10-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2012,SEP FY2012,161,01-09-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,AUG FY2022,189,01-08-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,OCT FY2022,2700,01-10-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q1 FY2022,SEP FY2022,492,01-09-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2007,DEC FY2007,7,01-12-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2007,JAN FY2007,325,01-01-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2007,NOV FY2007,5,01-11-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2011,DEC FY2011,82,01-12-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2011,JAN FY2011,106,01-01-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2011,NOV FY2011,193,01-11-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2012,DEC FY2012,201,01-12-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2012,JAN FY2012,427,01-01-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2012,NOV FY2012,248,01-11-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2022,DEC FY2022,320,01-12-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2022,JAN FY2022,633,01-01-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q2 FY2022,NOV FY2022,581,01-11-2022
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2007,APR FY2007,625,01-04-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2007,FEB FY2007,23,01-02-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2007,MAR FY2007,7,01-03-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2011,APR FY2011,228,01-04-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2011,FEB FY2011,353,01-02-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2011,MAR FY2011,251,01-03-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2012,APR FY2012,471,01-04-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2012,FEB FY2012,351,01-02-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q3 FY2012,MAR FY2012,320,01-03-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2007,JUL FY2007,270,01-07-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2007,JUN FY2007,136,01-06-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2007,MAY FY2007,6,01-05-2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2011,JUL FY2011,1283,01-07-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2011,JUN FY2011,540,01-06-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2011,MAY FY2011,137,01-05-2020
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2012,JUL FY2012,112,01-07-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2012,JUN FY2012,616,01-06-2021
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2012,MAY FY2012,402,01-05-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2011,AUG FY2011,3,01-08-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2011,OCT FY2011,17,01-10-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2011,SEP FY2011,25,01-09-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2012,AUG FY2012,1,01-08-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2012,OCT FY2012,73,01-10-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2012,SEP FY2012,16,01-09-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,AUG FY2022,166,01-08-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,OCT FY2022,87,01-10-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q1 FY2022,SEP FY2022,92,01-09-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2007,DEC FY2007,100,01-12-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2007,JAN FY2007,4,01-01-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2011,DEC FY2011,8,01-12-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2011,JAN FY2011,13,01-01-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2011,NOV FY2011,15,01-11-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2012,DEC FY2012,218,01-12-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2012,JAN FY2012,90,01-01-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2012,NOV FY2012,24,01-11-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2022,DEC FY2022,199,01-12-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2022,JAN FY2022,504,01-01-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q2 FY2022,NOV FY2022,7,01-11-2022
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2007,APR FY2007,241,01-04-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2007,FEB FY2007,2,01-02-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2007,MAR FY2007,16,01-03-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2011,APR FY2011,70,01-04-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2011,FEB FY2011,59,01-02-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2011,MAR FY2011,18,01-03-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2012,APR FY2012,84,01-04-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2012,FEB FY2012,22,01-02-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q3 FY2012,MAR FY2012,19,01-03-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2007,JUL FY2007,27,01-07-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2007,JUN FY2007,10,01-06-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2007,MAY FY2007,0,01-05-2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2011,JUL FY2011,40,01-07-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2011,JUN FY2011,2,01-06-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2011,MAY FY2011,14,01-05-2020
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2012,JUL FY2012,107,01-07-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2012,JUN FY2012,169,01-06-2021
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2012,MAY FY2012,104,01-05-2021
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,AUG FY2022,23,01-08-2022
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,OCT FY2022,118,01-10-2022
CRBU,NCS55FC,NCS-57C3-MOD-SYS,Q1 FY2022,SEP FY2022,61,01-09-2022
